_raw,_time,host,source,sourcetype,index,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""clientCount_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""rf_load_RX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""clientCount:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""clientCount_5GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""clientCount_5GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""clientCount:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""clientCount_5GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""clientCount:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""rf_channel_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 1}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""clientCount_2.4GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""rf_clientLowSNR_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-01.site1"", ""kpi"": ""clientCount_2.4GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_5GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""rf_clientLowSNR_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""rf_channel_5GHz"", ""site"": ""RAW_site1"", ""value"": 60}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""rf_load_TX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_5GHz_band_2"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""rf_load_RX_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""rf_txPower_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 2}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_5GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""rf_channelUtilization_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_2.4GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""rf_txPower_5GHz"", ""site"": ""RAW_site1"", ""value"": 10}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""rf_load_RX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 9}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_5GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_5GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_5GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""rf_channel_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 36}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_2.4GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""rf_clientLowSNR_5GHz"", ""site"": ""RAW_site1"", ""value"": 9}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP11-17.site1"", ""kpi"": ""clientCount_2.4GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_5GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""rf_clientLowSNR_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 9}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""rf_channel_5GHz"", ""site"": ""RAW_site1"", ""value"": 52}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""rf_load_TX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_5GHz_band_2"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_5GHz_band_1"", ""site"": ""RAW_site1"", ""value"": 2}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""rf_load_RX_5GHz"", ""site"": ""RAW_site1"", ""value"": 10}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""rf_txPower_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 2}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_5GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""rf_channelUtilization_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount"", ""site"": ""RAW_site1"", ""value"": 2}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_2.4GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""rf_txPower_5GHz"", ""site"": ""RAW_site1"", ""value"": 8}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""rf_load_RX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_5GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_5GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_5GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""rf_load_TX_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""rf_channel_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 149}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_2.4GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""rf_clientLowSNR_5GHz"", ""site"": ""RAW_site1"", ""value"": 7}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_5GHz"", ""site"": ""RAW_site1"", ""value"": 2}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP06-17.site1"", ""kpi"": ""clientCount_2.4GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_5GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_clientLowSNR_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 8}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_channel_5GHz"", ""site"": ""RAW_site1"", ""value"": 52}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_load_TX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_5GHz_band_2"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_5GHz_band_1"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_channelUtilization_5GHz"", ""site"": ""RAW_site1"", ""value"": 0.0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_load_RX_5GHz"", ""site"": ""RAW_site1"", ""value"": 90}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_txPower_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 2}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_5GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_channelUtilization_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 7.84}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_2.4GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_txPower_5GHz"", ""site"": ""RAW_site1"", ""value"": 8}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_load_RX_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 77}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_5GHz:RAW Legacy"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_2.4GHz:RAW Guest"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_5GHz:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_5GHz:RAW Registration"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount:RAW Guest BYOD"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_5GHz:RH-Test"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_load_TX_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_channel_2.4GHz"", ""site"": ""RAW_site1"", ""value"": 100}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_2.4GHz:RAW"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""rf_clientLowSNR_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_5GHz"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP07-08.site1"", ""kpi"": ""clientCount_2.4GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
"{""device"": ""AP21-08.site1"", ""kpi"": ""clientCount_5GHz:CiscoSensorProvisioning"", ""site"": ""RAW_site1"", ""value"": 0}",2019-01-17T06:00:00.000+0500,10.11.132.9:8088,matrix,metric,raw_site1,,
